46.391 46.391 46.391

291 3.33333
1.2198	37.2586	40.2998
37.0812	0.494831	11.5961
6.31881	43.8337	10.4893
6.84461	37.3111	10.8431
15.1636	8.29049	13.2945
31.8236	12.2672	38.561
32.23	3.58398	17.3524
32.6177	16.0225	38.5956
30.8406	32.7907	17.5422
39.6876	36.6179	20.1495
33.9541	37.8377	11.0171
27.8629	28.5279	11.512
39.459	34.8467	8.95469
3.55734	41.6913	46.2658
14.4004	10.464	8.1653
27.6949	42.2876	20.4325
19.8649	28.1266	24.0165
37.2173	14.3533	40.039
29.4219	45.1939	26.4387
0.573219	38.4905	16.6656
20.7228	26.0536	8.11234
31.7399	7.52548	36.6402
43.2519	0.593487	25.0959
5.81558	4.15083	20.3962
5.69039	18.5512	30.8602
13.8557	46.2461	26.7568
34.2882	19.7201	8.49243
11.9138	10.5465	22.8457
5.56179	39.9684	21.6486
32.0005	40.5416	13.7482
2.27516	14.8734	39.8018
10.3875	0.222342	0.936269
0.636727	43.4742	1.52976
25.7326	2.89882	5.68059
46.1289	8.58921	24.2318
30.5981	22.4449	24.087
10.9639	10.3421	43.8071
19.4563	22.2559	7.96259
42.3021	27.8177	1.54003
17.5597	13.4272	42.0817
31.3079	15.7024	10.5641
24.7187	26.0899	10.7864
25.6549	26.7266	7.86968
27.1847	6.06828	10.7685
32.8653	5.80618	19.3577
10.7061	36.4043	41.8026
34.7931	0.977195	5.75376
32.2092	20.4335	28.0097
40.1718	16.3446	9.4364
41.7119	33.9043	22.8636
37.4026	18.8212	38.566
1.57568	43.5399	18.2649
12.3621	22.8038	44.9915
20.2318	3.59751	4.66885
31.0003	36.4628	10.475
3.96703	0.777925	0.48832
45.7696	35.571	1.46551
5.1324	21.3893	21.899
33.1421	15.1702	38.2436
42.5785	10.4911	25.757
19.0511	1.50266	44.5782
11.2262	3.07834	41.727
29.4911	15.4405	18.1399
28.0917	35.6723	21.7374
32.7605	20.2816	11.8092
43.2355	24.2486	12.5871
43.7239	23.6273	1.76718
45.1894	28.7597	23.1565
20.6974	15.5108	38.3267
12.5501	11.6983	2.42678
38.3071	30.7494	3.92943
36.4943	41.9755	7.00777
31.8303	25.0757	22.4482
3.57923	6.77637	11.7295
25.3166	39.5369	32.0111
37.1258	36.3814	9.86877
3.32193	33.7143	33.496
5.08911	32.5127	15.8647
28.2456	6.8192	31.3755
20.1813	19.3693	43.0737
22.6081	11.2854	27.4321
26.5375	1.38871	23.0167
33.5453	33.219	1.70141
9.60254	36.7983	8.47778
21.3321	15.7239	1.62369
6.95222	6.45874	38.0051
16.821	9.78068	25.3285
3.92604	14.8698	11.4502
19.7908	43.1154	18.2694
4.77527	16.9057	37.6387
1.45803	39.5138	2.53318
28.8902	19.6603	3.92188
5.51591	6.81466	37.1409
7.21732	16.4172	27.5482
15.6951	37.7493	43.2722
17.3188	44.7015	3.33992
8.93294	15.1315	13.1206
34.2614	19.0575	27.9904
45.7117	38.8483	24.7148
17.5901	43.6236	41.6205
8.83792	45.0816	34.7434
11.3711	27.5808	8.01274
15.293	33.0967	14.8274
6.04294	40.314	31.2446
33.5912	9.61815	22.6029
30.4723	26.9369	20.9134
33.8123	35.8699	36.0449
0.54189	23.7403	8.71149
28.5323	23.061	1.16882
6.85611	40.6512	44.7924
2.08567	3.09813	43.483
36.829	14.4692	24.6729
44.8418	29.7622	11.3786
13.2782	35.8052	5.30166
44.5228	23.0054	14.9198
20.7347	7.08673	41.8567
41.6482	40.899	31.3356
31.3021	41.4409	8.685
40.0136	23.5822	31.746
41.1824	30.4383	26.0062
39.5838	32.524	29.1044
36.6759	22.962	43.5736
14.9578	21.4128	26.9448
26.3364	34.691	16.359
31.6381	32.8229	39.3644
